Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Shinjuku,Industrial,0,0.8006228845900663,None,197.70024927929595,917.5490030518388,569.0557571227349,Main,Open,2.237301578583722,31.946421181486528,3,46.361813010570984,1,0.028,Mansion,Precast,1983,1993,5,East,174.3867855664951,93.81638738704206,213.0839422996443,1,1,0,1,Manual,1,1,None,1,1,0,0,1,2,0,1,2,Island,High-End,0,0,Standard,1,3.554286392295701,1,0,0,1,5,5,4,E,1,0,5,3,19944.315559282088,Freehold,Owner,Foreclosure,Immediate,Owner,2022,12,8,3,1,1,0,78118103.530337,1,1,0,2,4.421513337147585,Medium,1,2.95,0,No,85,64.81180632255189,B,1,6709338.9198349165,0.36,0.047,389,64,98,57,2,0,0,0,0,1,0,1,65584000.0
Chuo,Industrial,0,0.9751938466628722,None,715.4641341302174,808.857873884397,1220.982506881361,Alley,Blocked,4.290182480056342,25.60691103133213,5,56.613186517578356,4,0.185,Apartment,RC,1992,2011,10,East,39.68819163787444,98.40077788181094,219.9184393863712,1,0,1,1,Mechanical,1,1,Medium,0,0,0,1,4,3,1,2,1,Island,Standard,1,1,Auto,1,1.4742518144225807,1,0,1,0,5,1,10,C,5,1,7,4,16802.473272391955,Freehold,Company,Normal,Immediate,Agent,2024,4,3,3,0,0,0,52921700.78399505,1,0,1,4,4.637147627012916,Low,1,6.4,1,Yes,59,48.6487109743769,A,1,5358902.0705652945,0.18,0.045,459,65,170,99,4,0,0,0,0,0,0,0,68909000.0
Shibuya,Commercial,1,1.4794950920294117,None,432.61310374293555,1114.1103597340255,1257.3740548021462,Alley,Panoramic,2.210895657840689,29.088103741296365,4,22.603709515314122,0,0.182,Mansion,Wood,1986,1993,3,South,145.0767053278874,159.6750655117015,253.26009785755878,1,0,1,1,None,1,0,Medium,0,0,0,0,5,1,1,1,2,Closed,Standard,0,0,Smart,0,7.573629890172018,1,0,0,0,4,5,8,C,10,1,4,9,9871.23196776852,Leasehold_30yr,Owner,Foreclosure,Immediate,Agent,2023,6,8,3,0,1,1,58324955.94999438,0,0,1,1,4.467263865400237,Medium,1,7.2,1,No,2,65.97671297400198,A,0,5332910.003369567,0.31,0.01,349,31,66,37,3,0,0,0,0,1,0,0,101915000.0
Taito,Industrial,0,1.6574229279184476,Light,792.3348570926396,860.8999708717396,1429.1264887635684,Alley,Open,1.200684983136229,29.367223348846714,4,11.791244481819309,2,0.014,RowHouse,Steel,1970,2018,10,North,33.393820628006324,81.70189196382839,230.0180618045234,0,0,0,1,None,0,0,Low,1,0,1,1,4,3,1,1,2,Closed,High-End,0,0,Standard,0,7.890508377553545,0,1,0,1,2,4,6,C,8,1,6,7,10498.024547065434,Leasehold_50yr,Owner,Foreclosure,Immediate,Agent,2021,6,2,5,0,0,1,72441566.81956163,1,1,1,1,6.9639082151050715,Low,1,3.35,1,No,93,34.39265483199867,C,0,6982234.5235077115,0.02,0.048,288,68,98,75,1,0,0,1,0,1,0,1,47765000.0
Shinjuku,Commercial,0,0.23441719756248514,None,222.50644390818553,582.0646428873926,1127.7839068744147,Main,Blocked,2.2087539811455463,5.0,4,35.5919643407834,5,0.109,RowHouse,Steel,1984,2020,7,East,209.33919298304681,47.39585332203063,242.3353155448081,1,0,1,0,None,1,1,None,0,0,0,1,3,1,1,2,2,Closed,Standard,0,0,Auto,0,2.367889013736399,1,1,0,1,2,2,8,C,3,1,1,5,3000.0,Leasehold_50yr,Company,Inheritance,Immediate,Owner,2020,8,7,2,0,1,0,70391930.09097035,0,0,1,1,7.634927947456616,High,0,6.59,1,No,74,39.37193924034513,B,0,10523330.940668378,0.02,0.001,198,74,89,49,2,0,0,0,0,0,0,0,50025000.0
Minato,Industrial,1,3.4981952869151476,Light,327.21702781399244,450.48387579449775,782.1222075621645,Alley,Blocked,3.0721842786146674,42.21511165662398,2,46.10484735323203,0,0.291,RowHouse,Precast,2022,2012,8,North,62.609159148103885,67.57270586467816,249.88408251150295,0,1,0,0,Mechanical,1,1,Low,1,1,0,1,2,2,0,1,1,Closed,Standard,0,1,Auto,1,5.469857157050151,0,0,1,1,5,3,10,C,6,1,2,8,12124.53930615931,Freehold,Company,Normal,Immediate,Agent,2020,6,1,2,0,1,0,70212839.18772812,0,0,0,3,6.962076982316065,Low,1,5.67,0,No,86,71.43343062925885,B,1,5219023.399396036,0.12,0.024,313,52,171,26,10,0,0,0,0,1,0,0,53059000.0
Shinjuku,Industrial,1,1.869693408650888,None,496.6383063089285,983.1468812276587,1273.803778520745,Alley,Blocked,4.523859996935187,19.348975897018178,2,38.13689967040728,4,0.171,Detached,RC,1971,2023,7,North,96.93005652573255,123.41409505800607,249.75579725228798,0,0,1,0,Manual,0,1,Low,1,1,1,0,5,3,1,2,1,Island,Standard,0,0,Standard,0,7.945717394113827,1,0,0,1,3,1,10,D,9,1,8,6,7068.3315383911395,Leasehold_30yr,Bank,Normal,Immediate,Owner,2024,6,5,2,0,1,0,66051890.79306525,0,0,0,3,7.831747590746829,Medium,0,7.53,1,Yes,76,77.4476297910207,B,0,7710460.928047062,0.12,0.036,462,67,39,19,1,0,0,1,0,1,0,0,79255000.0
Minato,Residential,1,1.7198954758200287,Moderate,551.0331526435085,474.85940141893457,2069.002235669821,Alley,Open,1.7261963829418603,38.73944570221173,3,46.06347039530311,2,0.281,Mansion,Steel,1987,2020,6,North,203.31643828763202,101.37691955607261,226.76431408092733,1,1,1,1,Mechanical,1,0,Medium,0,0,1,0,2,2,0,2,2,Island,Standard,0,1,Smart,1,4.5330080368355326,0,0,0,1,5,4,9,A,8,0,6,6,4156.517484840303,Leasehold_30yr,Bank,Foreclosure,Rented,Owner,2023,12,2,5,0,0,1,76029678.80665877,0,1,1,2,5.159583667743143,High,1,7.84,1,No,25,73.7621710837647,A,0,4391544.8298083935,0.14,-0.014,109,70,24,94,3,0,0,0,0,1,0,0,54132000.0
Chuo,Commercial,0,3.622637538035417,Heavy,580.2477681132414,1155.1221458504301,1194.236336532809,Private,Blocked,4.490438988677084,29.246562533525452,4,27.745133293978807,2,0.206,Apartment,RC,2008,2010,9,North,142.43648153726141,91.84199620038052,233.6897606876825,0,1,1,0,Manual,0,0,Low,0,0,1,1,2,3,0,1,1,Compact,High-End,0,1,Smart,0,4.733047673495884,1,1,1,0,4,2,7,D,6,0,10,4,19582.63688090224,Leasehold_50yr,Company,Foreclosure,VacantSoon,Owner,2020,4,6,5,1,1,1,56440982.689120054,1,0,1,5,4.026104884898333,High,0,5.89,1,No,25,57.20334833641972,C,1,3000000.0,0.13,0.033,322,78,99,29,7,0,0,0,0,1,0,0,59661000.0
Shibuya,Residential,0,2.7177934951238125,None,178.04761189163105,965.9578063172567,847.4493743008261,Private,Partial,2.272097866960439,14.214291419681276,2,23.904255602268716,1,0.018,Detached,Wood,1991,2009,6,West,83.68079821571207,35.06083640830126,236.0195164955462,0,1,0,0,Manual,1,1,None,1,1,1,0,3,1,1,1,1,Island,High-End,0,1,Auto,1,6.278601383228699,1,1,1,1,4,1,1,B,2,1,6,5,8014.647584833929,Freehold,Bank,Normal,Rented,Owner,2022,12,2,3,0,1,1,74990982.17849313,0,0,0,2,2.710716393868131,Low,0,5.9,0,Yes,18,60.92087631114453,B,1,4651366.311746662,0.28,0.049,429,78,100,33,4,0,0,0,0,0,0,0,42077000.0
Shinjuku,Residential,0,1.4645781226666512,Light,185.08021575235117,826.0127450435306,1013.1426222924549,Alley,Panoramic,1.9657545917475987,17.92361429215716,1,31.154359074013122,3,0.033,Apartment,RC,1997,2016,5,South,126.00970805962402,137.91550323929715,273.10865041343135,1,0,1,0,Mechanical,0,0,None,0,1,0,1,2,1,0,2,2,Closed,Standard,0,1,Standard,0,6.6545270402082295,1,1,0,0,2,3,1,D,4,0,8,6,21965.98068975587,Leasehold_30yr,Owner,Inheritance,Rented,Agent,2021,8,2,1,0,0,0,47225489.54197865,0,1,1,4,4.417159382181486,Low,0,6.9,1,No,96,66.27272286612713,A,0,6446577.122965463,0.37,-0.005,303,58,94,69,5,0,0,0,0,0,0,0,92323000.0
Setagaya,Residential,1,2.164607845308155,Light,311.1449321282058,406.3234901721579,1260.0951879189572,Private,Open,3.4307933492401563,18.10877284537378,1,26.694468126331117,4,0.219,Mansion,Precast,1999,2022,6,East,134.60972706529967,65.53297979680364,235.7464706686337,0,1,1,0,Manual,0,0,None,0,1,1,1,1,2,0,2,2,Island,Standard,0,1,Standard,0,5.364550339334012,0,0,1,1,2,1,1,A,7,1,8,4,3006.7621153284763,Leasehold_50yr,Bank,Foreclosure,Immediate,Agent,2023,3,2,5,1,1,1,57928352.963053614,1,1,0,2,3.3941040499465807,Low,1,7.65,1,Yes,84,8.480869203232409,B,0,7086533.9343660865,0.01,0.037,474,63,80,79,5,0,0,0,0,0,0,0,51038000.0
Taito,Commercial,0,1.9582628676235212,Heavy,770.2267160213994,1002.5969429338215,1092.5514861385734,Private,Partial,4.208029353765848,18.68390005873416,2,36.63094021340344,3,0.171,Mansion,RC,1982,2004,10,South,141.14301008134458,104.42028384087743,252.33733796064521,0,1,1,0,Mechanical,0,0,None,0,0,0,1,2,1,1,1,2,Closed,Standard,0,1,Smart,0,1.2853662445833511,0,1,1,0,4,4,2,A,9,0,1,1,3430.137958813615,Freehold,Owner,Foreclosure,Immediate,Owner,2021,4,4,4,1,0,0,78280833.9954485,1,0,0,3,8.697658364891591,High,0,3.13,1,Yes,98,39.59656343382761,C,0,4452371.523779556,0.12,0.019,443,64,17,78,2,0,0,0,0,0,0,0,69095000.0
Chuo,Commercial,0,3.4483508569292765,None,149.82920414211597,1285.0298224441121,1036.9674289611883,Main,Blocked,3.1685489767539803,7.30644229196696,3,39.69767778003491,4,0.047,Detached,Steel,1972,1999,4,South,109.48225223371726,85.98488039978498,254.31627986614726,0,1,1,1,Mechanical,0,1,Medium,1,0,0,1,3,3,0,2,1,Compact,Standard,1,0,Smart,1,1.724935312502018,1,0,1,1,2,5,3,B,10,0,9,6,14147.375653358778,Leasehold_50yr,Bank,Normal,Rented,Owner,2021,3,3,1,1,1,0,63684885.541262,1,1,0,2,6.740071929320269,Low,0,3.85,0,Yes,59,78.74868740904145,C,1,6040953.101694655,0.04,0.044,320,30,125,61,1,0,0,1,0,0,0,1,58379000.0
Shinjuku,Industrial,0,1.8325757983164068,Moderate,268.2687484608363,672.4715575794369,1730.9728469322642,Private,Panoramic,0.8021118902917983,17.015380837181585,5,40.48083664571886,0,0.188,Detached,RC,1972,2021,6,South,103.89242596048398,26.46620593901975,261.90965096714723,1,1,1,1,Mechanical,1,0,Medium,1,1,1,0,3,3,0,1,2,Compact,High-End,0,0,Smart,1,3.4765280084057046,0,0,1,0,1,3,6,B,2,1,4,3,15391.251277336509,Freehold,Owner,Inheritance,Rented,Owner,2021,1,9,4,1,0,1,73573091.98026009,1,0,0,1,3.177252311606053,Low,1,4.19,1,No,87,65.90123326730259,C,1,4965570.237856243,0.27,0.011,452,45,176,20,1,0,0,0,0,1,0,0,38249000.0
Taito,Residential,0,0.5579404581417902,None,582.4644786057967,577.4277988018308,1406.912686595295,Private,Blocked,2.8996428211143765,34.67381840997457,4,35.105926708043896,3,0.245,RowHouse,RC,2014,2007,4,South,154.37573473593437,104.81559141218206,257.6441202099283,1,0,0,0,Mechanical,1,0,Medium,1,1,1,1,5,2,1,2,2,Island,Standard,1,1,Standard,0,6.788733963666251,0,1,1,0,4,2,9,A,7,1,2,3,22610.258066141185,Leasehold_50yr,Bank,Inheritance,Rented,Owner,2022,4,8,4,0,0,0,65502282.457842395,0,1,1,5,4.661512614747623,Low,1,2.51,1,Yes,45,16.33115716761325,C,1,4032027.9261451266,0.02,0.035,124,62,134,83,8,0,0,0,0,0,0,0,63781000.0
Shinjuku,Industrial,0,0.12277589319470428,None,569.0885661872051,772.3922623015321,1152.5922544677314,Alley,Partial,5.0,35.69755601215846,2,32.458223266752995,5,0.228,Detached,RC,2022,2016,5,South,107.34620442533956,42.07142297628623,241.12924210901582,1,1,0,1,None,0,1,Medium,0,0,1,0,1,2,1,1,1,Island,Standard,0,1,Standard,1,1.593861386433745,1,0,1,1,4,3,8,E,8,0,3,7,8685.34885860359,Leasehold_50yr,Owner,Inheritance,Immediate,Owner,2022,5,7,4,0,1,0,47159578.04622453,0,0,0,1,3.891696062357852,High,1,3.43,1,Yes,21,49.4767563956578,C,0,3965721.083185645,0.08,0.03,102,55,134,39,10,0,0,0,0,1,0,0,39608000.0
Minato,Residential,0,3.475161347406688,Heavy,538.8545919544799,940.0826815795642,1155.6565685515047,Main,Blocked,0.0,18.23742143291377,3,37.94426689250848,5,0.081,RowHouse,Wood,1995,2017,6,East,66.30567977797897,103.45817272697258,249.8806381300089,0,0,1,1,Mechanical,1,0,None,0,0,0,1,2,2,1,1,1,Compact,Standard,1,0,Auto,0,3.6603580153085518,1,0,0,1,2,4,3,A,10,1,7,8,11120.8746100462,Leasehold_30yr,Company,Inheritance,Rented,Owner,2022,10,4,2,0,1,1,38454635.07674529,0,1,1,4,3.750746446023539,Medium,0,3.56,0,No,13,36.878761305869574,C,1,7172290.994129369,0.17,0.016,319,46,67,54,4,0,0,0,0,0,0,0,72471000.0
Shinjuku,Commercial,0,1.2113853022373697,None,420.2108951948256,640.6342361000814,1269.2715326138061,Main,Open,2.948102685753431,6.271321051660184,5,10.370080923472788,5,0.085,Detached,Precast,1973,1991,1,South,104.22049427509043,69.04341273374376,289.8212454626412,0,0,1,1,None,0,1,None,1,0,1,1,3,2,0,2,1,Closed,High-End,0,0,Smart,1,6.060010052920003,0,1,1,1,1,2,2,B,7,0,9,7,18464.13784889261,Freehold,Bank,Inheritance,Immediate,Owner,2021,11,4,1,0,0,1,61193768.25981095,1,0,1,1,4.266465830519335,High,0,6.38,0,No,34,57.77719682781705,A,0,3787472.616681347,0.02,0.042,294,71,159,56,1,0,0,1,0,0,0,0,52271000.0
Setagaya,Commercial,1,2.67021165563331,Moderate,133.71659461256598,1069.7594437970024,1424.1257380521915,Main,Partial,2.158522227558864,31.309184348097325,3,32.10570752333942,2,0.291,RowHouse,Steel,1985,2006,6,South,119.00557864572876,82.32161991797075,225.23158347246437,1,1,1,1,Mechanical,1,0,Low,0,0,1,0,3,3,1,1,1,Island,High-End,0,0,Auto,1,2.3828243043667943,1,0,0,0,4,4,7,E,5,0,7,10,10358.492424672062,Leasehold_50yr,Owner,Normal,Rented,Owner,2022,12,9,5,1,1,0,73401607.20844993,0,0,1,3,4.360443585108033,Medium,0,3.64,0,Yes,4,58.18351170184761,C,1,7306249.787917005,0.28,0.042,125,72,12,34,2,0,0,0,0,1,0,0,62877000.0
Shinjuku,Commercial,1,2.071763430715052,Light,227.3060177744661,1373.2153922811094,1712.9259825953977,Private,Open,1.3769933528099196,14.212619276114872,5,30.52478057170451,1,0.267,Mansion,Steel,1997,2006,6,South,137.28959287876555,118.38234114209389,229.90346920408467,1,0,1,0,Manual,1,1,Low,0,1,1,1,2,2,0,2,1,Compact,High-End,0,1,Auto,0,2.9980478033023457,1,0,1,1,1,3,9,B,5,0,1,1,13750.455692332867,Leasehold_50yr,Company,Foreclosure,Rented,Agent,2024,5,9,2,1,1,0,55972529.3922028,1,0,0,4,4.168806177864141,High,0,4.86,0,Yes,85,24.792314444487992,C,1,7872041.464230535,0.31,0.049,194,74,187,30,5,0,0,0,0,1,0,0,80562000.0
Shinjuku,Residential,1,1.5833452121217426,Heavy,681.6225439822376,899.07376505538,1035.2350851862902,Alley,Panoramic,3.740063386166466,14.993064856842711,1,32.13080395971555,4,0.102,Apartment,RC,1977,2000,1,West,129.79433250491428,39.525626330523316,216.9993082300495,0,1,1,1,None,0,0,Medium,1,0,1,0,2,1,0,2,1,Closed,Standard,0,1,Smart,1,0.8421376578370907,0,1,1,0,4,1,8,D,9,1,6,8,3299.9034168972285,Leasehold_50yr,Company,Foreclosure,VacantSoon,Agent,2021,12,8,5,0,1,1,51487910.23227441,0,1,1,1,5.116056315203897,Low,1,7.87,0,No,88,93.71357227822381,A,0,3347561.586051533,0.37,-0.001,473,35,126,53,1,0,1,1,0,0,0,0,35883000.0
Setagaya,Commercial,0,1.7401525829968745,Moderate,593.4093333139353,702.5041690945022,802.231533676704,Main,Open,0.41464777011147946,22.171660835936354,5,29.12376453745769,1,0.249,Mansion,RC,2009,2006,7,North,53.995375386221966,213.9425913731075,243.73599148386063,0,1,0,1,Mechanical,1,0,Low,0,0,0,0,5,1,1,1,1,Island,Standard,0,1,Standard,1,2.578447150178948,0,0,1,0,1,4,5,A,1,1,6,2,17778.62651065351,Leasehold_50yr,Owner,Inheritance,Rented,Agent,2024,9,10,5,0,1,0,69959284.57651429,1,1,1,1,4.422273832982199,Low,0,5.91,0,No,97,30.233218835587845,C,1,7339972.106408509,0.29,0.02,346,41,157,60,7,0,0,0,0,0,0,1,147936000.0
Chuo,Residential,0,3.583377881529533,Light,66.25377305613347,932.0011324546738,977.5569249427457,Main,Open,2.079749742852465,21.235311318911926,1,34.31855493461616,4,0.057,RowHouse,Wood,1985,2020,10,West,144.92298118541837,56.17693659538051,230.736422088044,0,0,1,1,Mechanical,1,0,Medium,0,1,0,1,5,1,0,1,1,Island,Standard,1,1,Standard,0,2.155584293512572,1,0,1,0,5,5,2,D,7,0,5,7,27260.00738872862,Leasehold_30yr,Company,Normal,Rented,Owner,2020,4,6,1,1,1,1,32575646.599571217,1,1,1,2,7.319625030494095,Medium,0,3.81,1,No,33,60.977918073192,C,0,5268686.672439151,0.32,-0.002,487,67,169,37,2,0,0,0,0,0,0,0,50081000.0
Shinjuku,Industrial,1,0.5519365713568751,Heavy,617.3644074262055,1153.189868900332,849.763115729165,Private,Blocked,3.701353063727927,17.1024609325225,4,24.25397078465985,5,0.067,Mansion,Precast,2000,2007,5,South,109.57850327043785,117.9245742473128,218.79767107279045,0,1,0,1,Manual,0,0,Medium,0,0,1,0,1,1,0,2,2,Closed,Standard,1,1,Standard,0,3.7560546215672197,0,1,0,0,4,5,5,C,2,1,1,3,8091.97050435985,Leasehold_50yr,Company,Foreclosure,Immediate,Owner,2023,2,5,2,1,1,1,44411837.800327405,1,1,0,5,5.07240052108469,High,0,5.85,1,Yes,40,61.481122214187025,A,0,5012696.231073842,0.4,0.041,195,53,167,74,5,0,0,0,0,0,0,1,75995000.0
Setagaya,Residential,0,1.6135447692440743,Heavy,727.1946096910839,847.890988565605,589.5970183400503,Main,Blocked,3.564164297339788,18.00603228017941,2,41.2952342945363,2,0.063,Detached,Steel,1992,1992,8,West,91.89751072677468,126.07130175209025,240.15089202658217,0,1,0,0,Manual,1,1,Medium,1,0,1,1,5,2,0,1,1,Compact,High-End,1,1,Standard,1,1.8668011697837792,0,0,0,1,1,3,6,D,5,0,5,6,26276.814842982792,Leasehold_30yr,Owner,Normal,VacantSoon,Owner,2020,11,7,3,0,1,0,55651565.408102326,1,0,1,1,5.001221449601192,Medium,1,3.44,1,No,78,71.0326330992265,B,1,5737374.201838741,0.17,0.028,117,39,142,66,4,0,0,0,0,1,0,0,76654000.0
Taito,Industrial,1,2.9065657606837014,Light,413.45769717841785,945.5285093309603,1764.2397664039136,Alley,Partial,3.2157506475969013,19.980602954756485,1,34.73649777413474,2,0.035,Detached,Precast,1971,1999,5,East,166.78094425845845,151.09728981717456,212.64843363250986,1,1,0,1,Mechanical,0,0,High,1,1,1,1,5,3,0,1,2,Closed,High-End,0,1,Smart,0,6.20173858433844,0,0,1,1,5,2,7,C,6,0,5,4,17859.436971586816,Leasehold_50yr,Bank,Inheritance,VacantSoon,Owner,2021,10,6,4,0,0,1,87759898.5047854,1,0,1,5,4.139526508010338,Low,0,3.2,1,No,9,54.716455244632826,A,0,5747574.812697103,0.26,0.036,477,70,165,74,1,0,0,0,0,0,0,0,93622000.0
Minato,Residential,0,0.7168549915537439,Light,506.5702951699017,1011.4298566226878,1541.834450053024,Main,Panoramic,2.707333303023222,17.86012286202598,3,31.506858578838607,2,0.258,Apartment,Steel,1978,1991,10,East,83.84505821994316,63.2588332679765,265.15152233311983,1,0,1,0,Manual,0,0,Low,1,1,1,1,4,1,0,2,2,Closed,High-End,0,0,Smart,0,1.8718362673026752,0,0,0,0,2,1,9,A,10,0,8,6,17070.9863292262,Freehold,Bank,Inheritance,Rented,Owner,2024,7,8,3,0,1,0,66945684.03491338,0,1,0,4,4.766445774683817,High,0,4.34,1,No,99,56.038970415090745,C,1,5924406.423684275,0.33,0.043,171,65,146,86,1,0,0,0,0,1,0,0,43454000.0
Minato,Industrial,0,3.317282807777585,Moderate,652.8712963940523,537.366243243771,286.59322277249805,Alley,Partial,2.351205068017348,18.48913081453371,5,23.0248342936388,2,0.178,Apartment,RC,1996,2015,5,East,209.24962976671873,60.07494061985479,260.81120186606097,0,1,0,0,Manual,1,0,Low,0,0,0,0,2,1,1,1,2,Island,High-End,0,1,Smart,0,3.0890538637423757,0,1,0,1,3,2,6,B,4,1,5,6,13172.571743976263,Leasehold_30yr,Company,Foreclosure,VacantSoon,Agent,2024,9,7,4,0,1,1,58313623.76297018,1,1,0,5,2.460457204741695,Medium,0,2.87,0,Yes,54,9.43502656974708,C,1,4168113.295854645,0.27,0.017,473,30,170,16,5,0,0,0,0,0,0,0,54039000.0
Shinjuku,Commercial,1,2.8922497157536253,None,226.07090095939952,937.7364024228826,1287.178747184033,Alley,Panoramic,1.9357585857025081,21.942700446797062,3,38.15316885207905,2,0.085,Mansion,Wood,2014,2004,2,North,204.38137373294234,133.88051237656117,275.31450436627654,0,1,1,1,None,1,1,Medium,0,0,1,1,5,1,1,2,2,Island,High-End,0,0,Standard,1,2.523234863759818,1,0,0,1,1,4,5,E,4,1,5,3,12710.441903036626,Freehold,Owner,Inheritance,Immediate,Agent,2023,4,10,4,0,0,0,76170075.33458586,0,1,0,1,4.491762033133041,High,1,4.42,1,No,46,34.682706604445706,A,0,7001365.171525037,0.21,0.048,435,62,48,99,8,0,0,0,0,1,0,0,79478000.0
Chuo,Industrial,1,2.2717956851323367,None,982.3994511553701,397.41535874726026,1049.3061522336322,Alley,Panoramic,1.3344175553846787,28.533573144563004,1,32.06659698494491,5,0.256,Apartment,Wood,1991,2006,4,East,170.41106497269348,111.78023725675641,293.10046161755474,0,0,0,0,Manual,0,0,None,0,0,1,0,4,1,0,1,1,Compact,Standard,1,1,Smart,0,3.0926272065576006,0,0,1,0,5,3,7,E,5,1,9,1,14664.54087105381,Freehold,Bank,Inheritance,Rented,Agent,2021,4,8,3,0,0,0,38258267.01647887,0,0,0,1,7.460397123816974,Medium,1,7.16,1,Yes,10,90.45684803704543,A,0,7995994.080752279,0.09,0.023,374,70,66,20,4,0,0,0,0,1,0,0,77683000.0
Chuo,Commercial,1,1.4968430957257324,None,705.7694946616332,602.47065857087,1001.6366681183482,Private,Open,3.4759114802451543,27.490527303406893,3,22.445166064630833,1,0.243,Detached,RC,2013,2018,4,North,86.36403033427018,112.66998170325634,207.42916740136138,1,0,1,0,Manual,0,0,High,0,0,1,1,4,2,1,1,2,Closed,Standard,1,1,Auto,0,9.530204950609923,1,1,0,0,4,1,3,C,4,1,6,10,13415.558919970572,Freehold,Bank,Normal,Immediate,Owner,2021,9,2,5,0,0,1,54822604.43844491,0,1,1,3,3.5996481853412736,Medium,1,4.75,0,No,67,27.369227206441703,A,0,5978436.32117331,0.17,0.025,344,60,153,85,8,0,0,0,0,0,0,0,80428000.0
Taito,Commercial,1,0.5884338448160429,None,531.0070368008655,1143.6987203858882,205.39141095152434,Private,Blocked,2.753153735532389,19.578294469735166,5,29.433384575867617,0,0.039,Detached,RC,2003,2012,10,East,148.67069800370518,145.90254330726862,236.77930712939545,1,1,0,0,None,1,0,Low,0,0,0,1,5,1,0,1,1,Island,Standard,0,1,Auto,1,2.365533312294053,1,0,0,0,5,3,9,B,3,0,9,3,3000.0,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Owner,2022,12,7,2,1,1,0,57634893.47829708,1,1,1,2,5.667691979635437,High,0,3.1,0,No,71,37.7782015176,B,0,6295170.87108613,0.05,-0.016,247,56,169,57,6,1,0,0,0,0,0,1,91883000.0
Shinjuku,Industrial,1,2.7070458941340707,None,391.3730389538221,1061.3105705932298,1189.9026319728175,Alley,Panoramic,3.511511319372132,21.83306666275727,2,36.290826192412396,3,0.197,Detached,RC,1978,1994,10,West,133.43412945293286,93.82018390379909,265.8482067296595,0,1,0,0,Mechanical,0,1,None,0,0,0,0,3,1,0,2,2,Compact,Standard,1,0,Standard,0,5.1263556495811455,1,1,1,1,3,3,5,C,10,0,10,4,13343.406443867001,Leasehold_50yr,Owner,Inheritance,Rented,Agent,2021,4,8,4,1,0,0,56630949.08733742,1,1,0,5,7.448929304889555,Medium,1,3.61,0,No,74,16.27899853162483,C,1,5707600.406272699,0.25,-0.01,107,65,188,22,1,0,0,1,0,1,0,1,66653000.0
Minato,Residential,0,4.748644934483887,Moderate,523.6943611534368,718.9459969302773,1230.7722364841711,Alley,Blocked,1.5624612469249284,38.443490834259,3,35.51573538819825,1,0.219,RowHouse,Precast,2002,2022,8,West,83.92521607587166,97.2344700113856,265.3895509590954,0,1,1,0,None,0,0,Medium,0,1,1,1,5,1,0,1,2,Closed,Standard,0,0,Smart,0,1.7975458203657713,1,1,0,0,3,3,9,E,9,0,9,5,21346.689503373607,Freehold,Owner,Normal,VacantSoon,Owner,2020,12,2,2,1,1,0,77501127.72859097,0,1,0,5,5.563010548310298,Low,1,4.6,1,Yes,92,55.12107081764667,C,0,5726671.953703771,0.36,0.03,377,77,116,41,6,0,0,0,0,0,0,0,78483000.0
